source,id,name,tox,smiles
DILI,39941,benoxaprofen,1,CC(C1=CC2=C(C=C1)OC(=N2)C3=CC=C(C=C3)Cl)C(=O)O
LiverTox,2726,Chlorpromazine,1,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl
DILI,4543,nortriptyline,1,CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31
DILI,3033637,nizatidine,1,CN/C(=C\[N+](=O)[O-])/NCCSCC1=CSC(=N1)CN(C)C
DILI,39186,diltiazem,1,CC(=O)O[C@@H]1[C@@H](SC2=CC=CC=C2N(C1=O)CCN(C)C)C3=CC=C(C=C3)OC
DILI,5402,terbinafine,1,CC(C)(C)C#CC=CCN(C)CC1=CC=CC2=CC=CC=C21
LiverTox,5959,Chloramphenicol,1,C1=CC(=CC=C1[C@H]([C@@H](CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-]
LiverTox,11259,metahexamide,1,CC1=C(C=C(C=C1)S(=O)(=O)NC(=O)NC2CCCCC2)N
DILI,453,mannitol,0,C(C(C(C(C(CO)O)O)O)O)O
DILI,1775,phenytoin,1,C1=CC=C(C=C1)C2(C(=O)NC(=O)N2)C3=CC=CC=C3
DILI,3086677,alatrofloxacinmesylate,1,C[C@@H](C(=O)N[C@@H](C)C(=O)NC1[C@H]2[C@@H]1CN(C2)C3=C(C=C4C(=O)C(=CN(C4=N3)C5=C(C=C(C=C5)F)F)C(=O)O)F)N
DILI,6179,mebanazine,1,CC(C1=CC=CC=C1)NN
DILI,2081,alaproclate,1,CC(C(=O)OC(C)(C)CC1=CC=C(C=C1)Cl)N
DILI,3034010,orlistat,1,CCCCCCCCCCC[C@@H](C[C@H]1[C@@H](C(=O)O1)CCCCCC)OC(=O)[C@H](CC(C)C)NC=O
DILI,3883,lansoprazole,1,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F
DILI,176168,lanthanumcarbonate,0,C(=O)([O-])[O-].C(=O)([O-])[O-].C(=O)([O-])[O-].O.[La+3].[La+3]
DILI,5978,vincristine,1,CC[C@@]1(C[C@@H]2C[C@@](C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)[C@]78CCN9[C@H]7[C@@](C=CC9)([C@H]([C@@]([C@@H]8N6C=O)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O
DILI,60835,duloxetine,1,CNCC[C@@H](C1=CC=CS1)OC2=CC=CC3=CC=CC=C32
